"year","lgID","tmID","franchID","confID","divID","rank","confRank","playoff","name","o_fgm","o_fga","o_ftm","o_fta","o_3pm","o_3pa","o_oreb","o_dreb","o_reb","o_asts","o_pf","o_stl","o_to","o_blk","o_pts","d_fgm","d_fga","d_ftm","d_fta","d_3pm","d_3pa","d_oreb","d_dreb","d_reb","d_asts","d_pf","d_stl","d_to","d_blk","d_pts","o_tmRebound","d_tmRebound","homeWon","homeLost","awayWon","awayLost","neutWon","neutLoss","confWon","confLoss","divWon","divLoss","pace","won","lost","games","min","arena","attendance","bbtmID"
"1961","NBA","BOS","BOS",,"ED","1","0","NC","Boston Celtics","3855","9109","1977","2715","0","0","0","0","6080","2049","1909","0","0","0","9687","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8948","754","0","23","5","26","12","11","3","0","0","26","10","0","60","20","80","19275","Boston Garden","32767","BOS"
"1961","NBA","CHP","WAS",,"WD","5","0",,"Chicago Packers","3461","8405","1952","2901","0","0","0","0","5547","1802","1954","0","0","0","8874","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9553","838","0","9","19","3","20","6","23","0","0","10","30","0","18","62","80","19275","International Amphitheatre","32767","CHP"
"1961","NBA","CIN","SAC",,"WD","2","0","DS","Cincinnati Royals","3806","8414","2233","2969","0","0","0","0","5665","2154","2081","0","0","0","9845","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9704","765","0","18","13","14","16","11","8","0","0","29","17","0","43","37","80","19250","Cincinnati Gardens","32767","CIN"
"1961","NBA","DET","DET",,"WD","3","0","DF","Detroit Pistons","3472","8366","2290","3142","0","0","0","0","5823","1723","2040","0","0","0","9234","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9369","871","0","16","14","8","17","13","12","0","0","24","22","0","37","43","80","19250","Cobo Arena","32767","DET"
"1961","NBA","LAL","LAL",,"WD","1","0","F","Los Angeles Lakers","3552","8315","2378","3240","0","0","0","0","5600","1878","2057","0","0","0","9482","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9306","548","0","26","5","18","13","10","8","0","0","33","13","0","54","26","80","19425","Los Angeles Memorial Sports Arena","32767","LAL"
"1961","NBA","NYK","NYK",,"ED","4","0",,"New York Knicks","3638","8696","1911","2693","0","0","0","0","5440","1765","2056","0","0","0","9187","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9574","803","769","19","14","2","23","8","14","0","0","11","25","0","29","51","80","19250","Madison Square Garden (III)","32767","NYK"
"1961","NBA","PHW","GSW",,"ED","2","0","DF","Philadelphia Warriors","3917","8929","2201","3207","0","0","0","0","5939","2073","2013","0","0","0","10035","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9813","834","0","18","11","18","19","13","1","0","0","18","18","0","49","31","80","19450","Philadelphia Civic Center","32767","PHW"
"1961","NBA","STL","ATL",,"WD","4","0",,"St. Louis Hawks","3641","8461","2226","2939","0","0","0","0","5557","1996","2166","0","0","0","9508","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9770","839","0","19","16","7","27","3","8","0","0","16","30","0","29","51","80","19250","Kiel Auditorium","32767","STL"
"1961","NBA","SYR","PHI",,"ED","3","0","DS","Syracuse Nationals","3706","8875","2246","2880","0","0","0","0","5764","1791","2344","0","0","0","9658","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9473","712","0","18","10","11","19","12","10","0","0","17","19","0","41","39","80","19275","Onondaga War Memorial","32767","SYR"
"1962","NBA","BOS","BOS",,"ED","1","0","NC","Boston Celtics","3746","8779","2012","2777","0","0","0","0","5818","1960","2090","0","0","0","9504","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8930","713","0","25","5","21","16","12","1","0","0","25","11","0","58","22","80","19275","Boston Garden","32767","BOS"
"1962","NBA","CHZ","WAS",,"WD","5","0",,"Chicago Zephyrs","3371","7448","2053","2944","0","0","0","0","5145","1773","2065","0","0","0","8795","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9122","742","0","17","17","3","23","5","15","0","0","13","27","0","25","55","80","19300","Chicago Coliseum","32767","CHZ"
"1962","NBA","CIN","SAC",,"ED","3","0","DF","Cincinnati Royals","3672","7998","2183","2923","0","0","0","0","5561","1931","2203","0","0","0","9527","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9426","651","0","23","10","15","19","4","9","0","0","20","16","0","42","38","80","19325","Cincinnati Gardens","32767","CIN"
"1962","NBA","DET","DET",,"WD","3","0","DS","Detroit Pistons","3534","8188","2044","2852","0","0","0","0","5315","1731","2181","0","0","0","9112","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9408","790","0","14","16","8","19","12","11","0","0","19","27","0","34","46","80","19300","Cobo Arena","32767","DET"
"1962","NBA","LAL","LAL",,"WD","1","0","F","Los Angeles Lakers","3506","7948","2230","2931","0","0","0","0","5282","1739","1775","0","0","0","9242","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8992","711","0","27","7","20","17","6","3","0","0","33","13","0","53","27","80","19350","Los Angeles Memorial Sports Arena","32767","LAL"
"1962","NBA","NYK","NYK",,"ED","4","0",,"New York Knicks","3433","8007","1971","2778","0","0","0","0","4952","1658","2144","0","0","0","8837","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9417","754","759","12","22","5","28","4","9","0","0","6","30","0","21","59","80","19300","Madison Square Garden (III)","32767","NYK"
"1962","NBA","SFW","GSW",,"WD","4","0",,"San Francisco Warriors","3805","8449","1870","2797","0","0","0","0","5359","1906","1882","0","0","0","9480","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9647","599","0","13","20","11","25","7","4","0","0","18","28","0","31","49","80","19425","Cow Palace","32767","SFW"
"1962","NBA","STL","ATL",,"WD","2","0","DF","St. Louis Hawks","3355","7780","2056","2820","0","0","0","0","5096","1902","2077","0","0","0","8766","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8624","693","0","30","7","13","18","5","7","0","0","29","17","0","48","32","80","19200","Kiel Auditorium","32767","STL"
"1962","NBA","SYR","PHI",,"ED","2","0","DS","Syracuse Nationals","3690","8290","2350","3005","0","0","0","0","5516","1742","2277","0","0","0","9730","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9427","969","0","23","5","13","19","12","8","0","0","21","15","0","48","32","80","19225","Onondaga War Memorial","32767","SYR"
"1963","NBA","BAL","WAS",,"WD","4","0",,"Baltimore Bullets","3456","7862","2036","2958","0","0","0","0","5460","1423","2073","0","0","0","8948","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9091","571","0","20","19","8","21","3","9","0","0","16","24","0","31","49","80","19325","Baltimore Civic Center","32767","BLT"
"1963","NBA","BOS","BOS",,"ED","1","0","NC","Boston Celtics","3619","8770","1804","2489","0","0","0","0","5736","1760","2125","0","0","0","9042","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8410","608","0","26","4","21","17","12","0","0","0","25","11","0","59","21","80","19275","Boston Garden","32767","BOS"
"1963","NBA","CIN","SAC",,"ED","2","0","DF","Cincinnati Royals","3516","7761","2146","2828","0","0","0","0","5400","1916","2139","0","0","0","9178","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8772","576","0","26","7","18","18","11","0","0","0","27","9","0","55","25","80","19225","Cincinnati Gardens","32767","CIN"
"1963","NBA","DET","DET",,"WD","5","0",,"Detroit Pistons","3346","7943","1928","2685","0","0","0","0","5145","1633","2235","0","0","0","8620","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9238","685","0","9","21","6","25","8","11","0","0","13","33","0","23","57","80","19300","Cobo Arena","32767","DET"
"1963","NBA","LAL","LAL",,"WD","3","0","DS","Los Angeles Lakers","3272","7438","2230","2910","0","0","0","0","5025","1676","1997","0","0","0","8774","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8692","629","0","24","12","15","21","3","5","0","0","24","22","0","42","38","80","19275","Los Angeles Memorial Sports Arena","32767","LAL"
"1963","NBA","NYK","NYK",,"ED","4","0",,"New York Knicks","3512","7888","1952","2852","0","0","0","0","5067","1563","2222","0","0","0","8976","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9521","569","629","10","25","8","27","4","6","0","0","7","29","0","22","58","80","19275","Madison Square Garden (III)","32767","NYK"
"1963","NBA","PHI","PHI",,"ED","3","0","DS","Philadelphia 76ers","3394","8116","2184","2851","0","0","0","0","5132","1643","2251","0","0","0","8972","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9323","619","621","18","12","12","22","4","12","0","0","13","23","0","34","46","80","19225","Convention Hall","32767","PHI"
"1963","NBA","SFW","GSW",,"WD","1","0","F","San Francisco Warriors","3407","7779","1800","2821","0","0","0","0","5499","1899","1978","0","0","0","8614","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8205","601","0","25","14","21","15","2","3","0","0","29","17","0","48","32","80","19325","Cow Palace","32767","SFW"
"1963","NBA","STL","ATL",,"WD","2","0","DF","St. Louis Hawks","3341","7776","2115","2795","0","0","0","0","4959","1901","2266","0","0","0","8797","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8669","671","0","27","12","17","19","2","3","0","0","30","16","0","46","34","80","19325","Kiel Auditorium","32767","STL"
"1964","NBA","BAL","WAS",,"WD","3","0","DF","Baltimore Bullets","3421","7734","2245","3144","0","0","0","0","5298","1676","2119","0","0","0","9087","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9264","634","0","23","14","12","19","2","10","0","0","22","18","0","37","43","80","19375","Baltimore Civic Center","32767","BLT"
"1964","NBA","BOS","BOS",,"ED","1","0","NC","Boston Celtics","3567","8609","1890","2587","0","0","0","0","5748","1772","2065","0","0","0","9024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8351","654","0","27","3","27","11","8","4","0","0","20","10","0","62","18","80","19275","Boston Garden","32767","BOS"
"1964","NBA","CIN","SAC",,"ED","2","0","DS","Cincinnati Royals","3482","7797","2170","2866","0","0","0","0","5387","1843","1992","0","0","0","9134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8952","601","0","25","7","17","21","6","4","0","0","16","14","0","48","32","80","19325","Cincinnati Gardens","32767","CIN"
"1964","NBA","DET","DET",,"WD","4","0",,"Detroit Pistons","3467","8297","1747","2537","0","0","0","0","5394","1609","2058","0","0","0","8681","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8954","690","0","13","17","11","20","7","12","0","0","18","22","0","31","49","80","19325","Cobo Arena","32767","DET"
"1964","NBA","LAL","LAL",,"WD","1","0","F","Los Angeles Lakers","3336","7628","2276","2984","0","0","0","0","5231","1601","1998","0","0","0","8948","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8795","618","0","25","13","21","16","3","2","0","0","25","15","0","49","31","80","19350","Los Angeles Memorial Sports Arena","32767","LAL"
"1964","NBA","NYK","NYK",,"ED","4","0",,"New York Knicks","3339","7834","1915","2684","0","0","0","0","5206","1550","2283","0","0","0","8593","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8886","674","638","16","19","8","22","7","8","0","0","10","20","0","31","49","80","19500","Madison Square Garden (III)","32767","NYK"
"1964","NBA","PHI","PHI",,"ED","3","0","DF","Philadelphia 76ers","3391","8028","2221","3011","0","0","0","0","5246","1692","2096","0","0","0","9003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9015","612","0","13","12","9","21","18","7","0","0","14","16","0","40","40","80","19275","Convention Hall","32767","PHI"
"1964","NBA","SFW","GSW",,"WD","5","0",,"San Francisco Warriors","3323","8245","1819","2844","0","0","0","0","5715","1653","2002","0","0","0","8465","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8960","664","0","10","26","5","31","2","6","0","0","7","33","0","17","63","80","19350","San Francisco Civic Auditorium","32767","SFW"
"1964","NBA","STL","ATL",,"WD","2","0","DS","St. Louis Hawks","3269","7710","2168","2947","0","0","0","0","5208","1691","2069","0","0","0","8706","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8464","723","0","26","14","15","17","4","4","0","0","28","12","0","45","35","80","19225","Kiel Auditorium","32767","STL"
"1965","NBA","BAL","WAS",,"WD","2","0","DS","Baltimore Bullets","3599","8210","2267","3186","0","0","0","0","5542","1890","2199","0","0","0","9465","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9560","654","0","29","9","4","25","5","8","0","0","20","20","0","38","42","80","19250","Baltimore Civic Center","32767","BLT"
"1965","NBA","BOS","BOS",,"ED","2","0","NC","Boston Celtics","3488","8367","2038","2758","0","0","0","0","5591","1795","2012","0","0","0","9014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8623","661","0","26","5","19","18","9","3","0","0","19","11","0","54","26","80","19225","Boston Garden","32767","BOS"
"1965","NBA","CIN","SAC",,"ED","3","0","DS","Cincinnati Royals","3610","8123","2204","2906","0","0","0","0","5559","1818","2033","0","0","0","9424","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9331","583","0","25","6","11","23","9","6","0","0","16","14","0","45","35","80","19275","Cincinnati Gardens","32767","CIN"
"1965","NBA","DET","DET",,"WD","5","0",,"Detroit Pistons","3475","8502","1877","2734","0","0","0","0","5427","1569","2016","0","0","0","8827","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9373","680","0","13","17","4","22","5","19","0","0","11","29","0","22","58","80","19200","Cobo Arena","32767","DET"
"1965","NBA","LAL","LAL",,"WD","1","0","F","Los Angeles Lakers","3597","8109","2363","3057","0","0","0","0","5334","1936","2035","0","0","0","9557","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9309","611","0","28","11","13","21","4","3","0","0","29","11","0","45","35","80","19250","Los Angeles Memorial Sports Arena","32767","LAL"
