年,月,日,泾川 ,红河 ,毛家河 
1995,12,28,1.41,0.42,3.12
1995,12,29,1.41,0.42,3.12
1995,12,30,1.41,0.42,3.12
1995,12,31,1.41,0.42,3.12
1996,1,1,2.17,0.41,1.26
1996,1,2,2.17,0.41,1.26
1996,1,3,2.17,0.41,1.26
1996,1,4,2.17,0.41,1.26
1996,1,5,2.17,0.41,1.26
1996,1,6,2.17,0.41,1.26
1996,1,7,2.17,0.41,1.26
1996,1,8,2.17,0.41,1.26
1996,1,9,2.17,0.41,1.26
1996,1,10,2.16,0.42,1.66
1996,1,11,2.12,0.46,2.98
1996,1,12,2.12,0.46,3.08
1996,1,13,2.12,0.46,3.08
1996,1,14,2.12,0.46,3.08
1996,1,15,2.12,0.46,3.08
1996,1,16,2.12,0.46,3.08
1996,1,17,2.12,0.46,3.08
1996,1,18,2.12,0.46,3.08
1996,1,19,2.12,0.46,3.08
1996,1,20,1.96,0.47,3
1996,1,21,1.43,0.51,2.74
1996,1,22,1.39,0.51,2.72
1996,1,23,1.39,0.51,2.72
1996,1,24,1.39,0.51,2.72
1996,1,25,1.39,0.51,2.72
1996,1,26,1.39,0.51,2.72
1996,1,27,1.39,0.51,2.72
1996,1,28,1.39,0.51,2.72
1996,1,29,1.39,0.51,2.72
1996,1,30,1.39,0.51,2.72
1996,1,31,1.51,0.52,2.65
1996,2,1,1.92,0.54,2.44
1996,2,2,1.95,0.54,2.42
1996,2,3,1.95,0.54,2.42
1996,2,4,1.95,0.54,2.42
1996,2,5,1.95,0.54,2.42
1996,2,6,1.95,0.54,2.42
1996,2,7,1.95,0.54,2.42
1996,2,8,1.95,0.54,2.42
1996,2,9,1.95,0.54,2.42
1996,2,10,3.2,0.53,2.26
1996,2,11,7.26,0.51,1.74
1996,2,12,7.57,0.51,1.7
1996,2,13,7.57,0.51,1.7
1996,2,14,7.57,0.51,1.7
1996,2,15,7.57,0.51,1.7
1996,2,16,7.57,0.51,1.7
1996,2,17,7.57,0.51,1.7
1996,2,18,7.57,0.51,1.7
1996,2,19,7.57,0.51,1.7
1996,2,20,6.82,0.52,1.75
1996,2,21,4.37,0.57,1.91
1996,2,22,4.18,0.57,1.92
1996,2,23,4.18,0.57,1.92
1996,2,24,4.18,0.57,1.92
1996,2,25,4.18,0.57,1.92
1996,2,26,4.18,0.57,1.92
1996,2,27,4.18,0.57,1.92
1996,2,28,4.18,0.57,1.92
1996,2,29,3.75,0.64,1.81
1996,3,1,2.34,0.85,1.47
1996,3,2,2.23,0.87,1.44
1996,3,3,2.23,0.87,1.44
1996,3,4,2.23,0.87,1.44
1996,3,5,2.23,0.87,1.44
1996,3,6,2.23,0.87,1.44
1996,3,7,2.23,0.87,1.44
1996,3,8,2.23,0.87,1.44
1996,3,9,2.23,0.87,1.44
1996,3,10,1.95,0.86,1.99
1996,3,11,1.05,0.81,3.76
1996,3,12,0.98,0.81,3.9
1996,3,13,0.98,0.81,3.9
1996,3,14,0.98,0.81,3.9
1996,3,15,0.98,0.81,3.9
1996,3,16,0.98,0.81,3.9
1996,3,17,0.98,0.81,3.9
1996,3,18,0.98,0.81,3.9
1996,3,19,0.98,0.81,3.9
1996,3,20,1.18,0.81,4.31
1996,3,21,1.82,0.82,5.66
1996,3,22,1.87,0.82,5.76
1996,3,23,1.87,0.82,5.76
1996,3,24,1.87,0.82,5.76
1996,3,25,1.87,0.82,5.76
1996,3,26,1.87,0.82,5.76
1996,3,27,1.87,0.82,5.76
1996,3,28,1.87,0.82,5.76
1996,3,29,1.87,0.82,5.76
1996,3,30,1.87,0.82,5.76
1996,3,31,1.87,0.82,5.76
1996,4,1,3.5,0.56,5.26
1996,4,2,3.51,0.56,4.83
1996,4,3,3.72,0.56,4.82
1996,4,4,3.75,0.56,4.79
1996,4,5,3.75,0.56,4.51
1996,4,6,3.59,0.56,2.17
1996,4,7,3.49,0.56,4.52
1996,4,8,3.4,0.43,4.78
1996,4,9,3.85,0.41,4.07
1996,4,10,3.74,0.41,4.54
1996,4,11,3.64,0.41,4.82
1996,4,12,4.08,0.41,4.52
1996,4,13,3.47,0.41,4.62
1996,4,14,3.39,0.3,4.52
1996,4,15,2.94,0.28,4.61
1996,4,16,2.43,0.28,4.17
1996,4,17,2.05,0.28,4.13
1996,4,18,1.74,0.16,2.92
1996,4,19,1.22,0.15,1.37
1996,4,20,0.5,0.15,3.4
1996,4,21,0.45,0.15,2.17
1996,4,22,0.13,0.15,1.81
1996,4,23,0.052,0.15,3.37
1996,4,24,0.04,0.15,3.06
1996,4,25,0.043,0.12,2.13
1996,4,26,0.11,0.075,2.84
1996,4,27,0.066,0.075,2.34
1996,4,28,0.043,0.11,3.16
1996,4,29,0.065,0.27,4.45
1996,4,30,0.068,0.26,4.32
1996,5,1,0.068,0.075,4.32
1996,5,2,0.07,0.089,4.67
1996,5,3,0.17,0.51,3.91
1996,5,4,0.12,0.5,3.39
1996,5,5,0.067,0.41,3.21
1996,5,6,0.045,0.29,2.62
1996,5,7,0.042,0.16,2.4
1996,5,8,0.033,0.15,2.2
1996,5,9,0.02,0.15,2.42
1996,5,10,0.02,0.15,2.43
1996,5,11,0.02,0.15,2.57
1996,5,12,0.02,0.15,2.42
1996,5,13,0.029,0.26,2.6
1996,5,14,0.073,0.69,4.29
1996,5,15,0.64,0.98,4.48
1996,5,16,2.07,0.82,4.63
1996,5,17,2.01,0.57,3.95
1996,5,18,1.98,0.42,1.54
1996,5,19,1.74,0.29,0.8
1996,5,20,1.7,0.16,2.51
1996,5,21,1.7,0.15,2.54
1996,5,22,2.34,0.15,2.39
1996,5,23,4.57,4.85,5.81
1996,5,24,3.24,2.45,4.96
1996,5,25,2.68,1.36,3.07
1996,5,26,2.39,0.69,3.07
1996,5,27,5.51,0.37,4.49
1996,5,28,3.61,0.16,2.04
1996,5,29,2.67,0.15,1.22
1996,5,30,2.6,0.15,0.58
1996,5,31,2.7,0.15,2.51
1996,6,1,3.39,0.21,1.72
1996,6,2,6.35,0.68,3.31
1996,6,3,6.63,1.53,4.77
1996,6,4,12.7,1.04,6.25
1996,6,5,8.83,0.55,8.48
1996,6,6,8.3,0.85,7.51
1996,6,7,7.63,1.52,7.43
1996,6,8,7.43,1.73,6.48
1996,6,9,6.61,1.21,5.84
1996,6,10,5.52,0.91,4.93
1996,6,11,5.22,0.82,4.47
1996,6,12,5.2,0.58,4.44
1996,6,13,4.55,0.5,5.01
1996,6,14,4.39,0.41,5.48
1996,6,15,4.31,0.3,14.1
1996,6,16,4.33,0.28,10.3
1996,6,17,4.86,0.23,8.45
1996,6,18,5.67,0.15,8.63
1996,6,19,5.79,0.15,6.84
1996,6,20,4.99,0.15,4.89
1996,6,21,4.91,0.15,4.48
1996,6,22,4.91,0.15,4.49
1996,6,23,4.94,0.15,4.49
1996,6,24,5.47,0.15,3.46
1996,6,25,4.95,0.15,1.62
1996,6,26,28.1,11.7,86.4
1996,6,27,9.63,4.27,46.2
1996,6,28,8.96,2.71,11.7
1996,6,29,8.86,2.01,8.83
1996,6,30,8.43,1.42,6.5
1996,7,1,7.52,1.1,4.79
1996,7,2,6.91,1.08,5
1996,7,3,6.69,0.91,6.02
1996,7,4,6.04,0.73,5
1996,7,5,3.91,0.51,4.83
1996,7,6,2.08,0.3,4.83
1996,7,7,13.2,0.8,9.08
1996,7,8,23.7,2.01,29.2
1996,7,9,9.31,2.21,9.54
1996,7,10,8.23,1.45,5.65
1996,7,11,8.45,1.02,4.94
1996,7,12,9.76,0.82,6.02
1996,7,13,7.2,0.52,9.95
1996,7,14,6.91,0.4,3.74
1996,7,15,6.69,27.8,47.5
1996,7,16,22.7,30.1,41.5
1996,7,17,11.1,3.45,30.5
1996,7,18,8.68,2.27,40.6
1996,7,19,7.82,1.37,5.71
1996,7,20,6.43,0.84,5.06
1996,7,21,6.35,3.56,4.09
1996,7,22,6.19,1.86,49
1996,7,23,5.66,0.88,14.2
1996,7,24,5.07,0.51,6.24
1996,7,25,3.79,0.24,5.51
1996,7,26,14.2,56,159
1996,7,27,806,251,884
1996,7,28,79.2,59.4,407
1996,7,29,30.9,8.73,91.8
1996,7,30,21.1,5.44,88.6
1996,7,31,24.9,3.65,88.3
1996,8,1,131,8.94,97.6
1996,8,2,29.3,6.88,85.9
1996,8,3,13.7,4.98,71.2
1996,8,4,14.4,3.73,28
1996,8,5,16.3,2.93,34.4
1996,8,6,13.7,2.37,28.3
1996,8,7,11.4,1.98,10.5
1996,8,8,27,1.85,14.6
1996,8,9,50.9,12.3,90.8
1996,8,10,24.7,6.91,129
1996,8,11,12.8,3.24,46.8
1996,8,12,11.2,2.65,11.3
1996,8,13,10.1,3.42,9.03
1996,8,14,9.85,2.93,6.87
1996,8,15,9.36,2.48,3.74
1996,8,16,8.49,2.21,2.85
1996,8,17,8.02,1.97,4.27
1996,8,18,7.61,1.73,4.11
1996,8,19,7.88,1.52,3.36
1996,8,20,7.77,1.49,3.33
1996,8,21,7.77,1.49,3.65
1996,8,22,7.77,1.48,4.02
1996,8,23,7.78,1.29,3.77
1996,8,24,8.05,1.27,3.87
1996,8,25,8.98,1.28,4.49
1996,8,26,14.6,1.47,7.93
1996,8,27,12.1,1.7,6.25
1996,8,28,8.93,2.13,4.34
1996,8,29,8.75,1.97,3.43
1996,8,30,8.07,1.73,3.96
1996,8,31,7.81,1.52,3.15
1996,9,1,10.9,1.49,5.14
1996,9,2,12.5,1.49,5.38
1996,9,3,9.79,1.49,2.99
1996,9,4,9.69,1.49,2
1996,9,5,11.8,1.49,2.38
1996,9,6,8.87,1.49,0.8
1996,9,7,8.38,1.49,1.34
1996,9,8,7.58,1.48,1.03
1996,9,9,7.26,1.3,0.92
1996,9,10,7.07,1.27,1.01
1996,9,11,7.43,1.27,2.95
1996,9,12,7,1.27,3.16
1996,9,13,6.54,1.27,3.38
1996,9,14,6.24,1.27,3.5
1996,9,15,5.89,1.27,3.74
1996,9,16,6.29,1.27,3.09
1996,9,17,15.2,3.88,36.3
1996,9,18,10.6,2.76,18.3
1996,9,19,6.61,2.48,5.62
1996,9,20,6.47,2.21,4
1996,9,21,6.28,1.98,2.36
1996,9,22,6.25,1.94,1.19
1996,9,23,6.16,1.74,1.61
1996,9,24,5.95,1.7,0.62
1996,9,25,5.84,1.53,0.39
1996,9,26,5.86,2.24,6.93
1996,9,27,7.13,3.07,9.17
1996,9,28,6.76,2.57,7.08
1996,9,29,6.7,1.87,4.26
1996,9,30,6.7,1.52,4.3
1996,10,1,6.7,1.15,4.39
1996,10,2,6.6,0.82,4.5
1996,10,3,6.28,0.58,3.77
1996,10,4,6.46,0.71,3.07
1996,10,5,6.58,1.07,3.79
1996,10,6,6.28,0.67,3.77
1996,10,7,6.25,0.42,3.87
1996,10,8,6.16,0.29,4.09
1996,10,9,5.95,0.16,4.31
1996,10,10,5.84,0.083,4.12
1996,10,11,5.84,0.075,4.54
1996,10,12,5.84,0.054,3.96
1996,10,13,5.84,0.025,5.16
1996,10,14,5.84,0.025,4.25
1996,10,15,6.04,0.025,1.65
1996,10,16,13.6,0.025,8.55
1996,10,17,12.1,0.025,10.7
1996,10,18,8.78,0.025,5.38
1996,10,19,6.72,0.025,3.84
1996,10,20,6.3,0.025,3.44
1996,10,21,6.16,0.032,4.31
1996,10,22,6.03,0.29,4.85
1996,10,23,6.03,0.54,5.49
1996,10,24,5.86,0.42,5.24
1996,10,25,5.84,0.24,4
1996,10,26,5.84,0.13,3.55
1996,10,27,5.84,0.074,2.57
1996,10,28,5.84,0.031,3
1996,10,29,5.84,0.025,3.06
1996,10,30,5.84,0.025,3.08
1996,10,31,5.84,0.025,3.13
1996,11,1,5.5,0.35,2.93
1996,11,2,5.5,0.35,2.93
1996,11,3,5.5,0.35,2.93
1996,11,4,5.5,0.35,2.93
1996,11,5,5.5,0.35,2.93
1996,11,6,5.5,0.35,2.93
1996,11,7,5.5,0.35,2.93
1996,11,8,5.5,0.35,2.93
1996,11,9,5.5,0.35,2.93
1996,11,10,5.43,0.36,2.78
1996,11,11,5.19,0.41,2.28
1996,11,12,5.17,0.41,2.24
1996,11,13,5.17,0.41,2.24
1996,11,14,5.17,0.41,2.24
1996,11,15,5.17,0.41,2.24
1996,11,16,5.17,0.41,2.24
1996,11,17,5.17,0.41,2.24
1996,11,18,5.17,0.41,2.24
1996,11,19,5.17,0.41,2.24
1996,11,20,5.12,0.4,2.21
1996,11,21,4.95,0.35,2.13
1996,11,22,4.94,0.35,2.12
1996,11,23,4.94,0.35,2.12
1996,11,24,4.94,0.35,2.12
1996,11,25,4.94,0.35,2.12
1996,11,26,4.94,0.35,2.12
1996,11,27,4.94,0.35,2.12
1996,11,28,4.94,0.35,2.12
1996,11,29,4.94,0.35,2.12
1996,11,30,4.56,0.39,2.38
1996,12,1,3.34,0.51,3.21
1996,12,2,3.25,0.52,3.27
1996,12,3,3.25,0.52,3.27
1996,12,4,3.25,0.52,3.27
1996,12,5,3.25,0.52,3.27
1996,12,6,3.25,0.52,3.27
1996,12,7,3.25,0.52,3.27
1996,12,8,3.25,0.52,3.27
1996,12,9,3.25,0.52,3.27
1996,12,10,3.37,0.5,3.13
1996,12,11,3.78,0.45,2.69
1996,12,12,3.81,0.45,2.66
1996,12,13,3.81,0.45,2.66
1996,12,14,3.81,0.45,2.66
1996,12,15,3.81,0.45,2.66
1996,12,16,3.81,0.45,2.66
1996,12,17,3.81,0.45,2.66
1996,12,18,3.81,0.45,2.66
1996,12,19,3.81,0.45,2.66
1996,12,20,3.84,0.44,2.62
1996,12,21,3.93,0.4,2.49
1996,12,22,3.94,0.4,2.48
1996,12,23,3.94,0.4,2.48
1996,12,24,3.94,0.4,2.48
1996,12,25,3.94,0.4,2.48
1996,12,26,3.94,0.4,2.48
1996,12,27,3.94,0.4,2.48
1996,12,28,3.94,0.4,2.48
1996,12,29,3.94,0.4,2.48
1996,12,30,3.94,0.4,2.48
1996,12,31,3.94,0.4,2.48
1997,1,1,4.26,0.25,2.74
1997,1,2,4.26,0.25,2.74
1997,1,3,4.26,0.25,2.74
1997,1,4,4.26,0.25,2.74
1997,1,5,4.26,0.25,2.74
1997,1,6,4.26,0.25,2.74
1997,1,7,4.26,0.25,2.74
1997,1,8,4.26,0.25,2.74
1997,1,9,4.26,0.25,2.74
1997,1,10,4.04,0.25,2.27
1997,1,11,3.34,0.26,0.74
1997,1,12,3.28,0.26,0.62
1997,1,13,3.28,0.26,0.62
1997,1,14,3.28,0.26,0.62
1997,1,15,3.28,0.26,0.62
1997,1,16,3.28,0.26,0.62
1997,1,17,3.28,0.26,0.62
1997,1,18,3.28,0.26,0.62
1997,1,19,3.28,0.26,0.62
1997,1,20,3.1,0.29,0.56
1997,1,21,2.53,0.37,0.36
1997,1,22,2.49,0.38,0.34
1997,1,23,2.49,0.38,0.34
1997,1,24,2.49,0.38,0.34
1997,1,25,2.49,0.38,0.34
1997,1,26,2.49,0.38,0.34
1997,1,27,2.49,0.38,0.34
1997,1,28,2.49,0.38,0.34
1997,1,29,2.49,0.38,0.34
1997,1,30,2.49,0.38,0.34
1997,1,31,3,0.38,0.77
1997,2,1,4.64,0.39,2.15
1997,2,2,4.77,0.39,2.26
1997,2,3,4.77,0.39,2.26
1997,2,4,4.77,0.39,2.26
1997,2,5,4.77,0.39,2.26
1997,2,6,4.77,0.39,2.26
1997,2,7,4.77,0.39,2.26
1997,2,8,4.77,0.39,2.26
1997,2,9,4.77,0.39,2.26
1997,2,10,4.58,0.46,2.21
1997,2,11,3.96,0.67,2.04
1997,2,12,3.91,0.69,2.03
1997,2,13,3.91,0.69,2.03
1997,2,14,3.91,0.69,2.03
1997,2,15,3.91,0.69,2.03
1997,2,16,3.91,0.69,2.03
1997,2,17,3.91,0.69,2.03
1997,2,18,3.91,0.69,2.03
1997,2,19,3.91,0.69,2.03
1997,2,20,4.54,0.69,2.18
1997,2,21,6.58,0.68,2.67
1997,2,22,6.74,0.68,2.71
1997,2,23,6.74,0.68,2.71
1997,2,24,6.74,0.68,2.71
1997,2,25,6.74,0.68,2.71
1997,2,26,6.74,0.68,2.71
1997,2,27,6.74,0.68,2.71
1997,2,28,7.25,0.7,2.81
1997,3,1,8.92,0.78,3.15
1997,3,2,9.05,0.79,3.17
1997,3,3,9.05,0.79,3.17
1997,3,4,9.05,0.79,3.17
1997,3,5,9.05,0.79,3.17
1997,3,6,9.05,0.79,3.17
1997,3,7,9.05,0.79,3.17
1997,3,8,9.05,0.79,3.17
1997,3,9,9.05,0.79,3.17
1997,3,10,8.27,0.79,3.65
1997,3,11,5.74,0.81,5.19
1997,3,12,5.54,0.81,5.31
1997,3,13,5.54,0.81,5.31
1997,3,14,5.54,0.81,5.31
1997,3,15,5.54,0.81,5.31
1997,3,16,5.54,0.81,5.31
1997,3,17,5.54,0.81,5.31
1997,3,18,5.54,0.81,5.31
1997,3,19,5.54,0.81,5.31
1997,3,20,5.06,0.78,5.12
1997,3,21,3.5,0.7,4.49
1997,3,22,3.38,0.69,4.44
1997,3,23,3.38,0.69,4.44
1997,3,24,3.38,0.69,4.44
1997,3,25,3.38,0.69,4.44
1997,3,26,3.38,0.69,4.44
1997,3,27,3.38,0.69,4.44
1997,3,28,3.38,0.69,4.44
1997,3,29,3.38,0.69,4.44
1997,3,30,3.38,0.69,4.44
1997,3,31,3.38,0.69,4.44
1997,4,1,1.86,0.16,4.46
1997,4,2,1.64,0.16,4.47
1997,4,3,1.37,0.16,4.74
1997,4,4,1.09,0.16,3.44
1997,4,5,1.03,0.16,2.79
1997,4,6,0.69,0.17,2.68
1997,4,7,1.14,0.21,3.07
1997,4,8,1.57,0.19,2.33
1997,4,9,1.42,0.22,2.22
1997,4,10,0.93,0.19,2.3
1997,4,11,0.58,0.19,1.91
1997,4,12,0.32,0.16,1.61
1997,4,13,0.21,0.16,0.33
1997,4,14,0.18,0.16,0.39
1997,4,15,0.15,0.16,1.68
1997,4,16,0.14,0.16,1.95
1997,4,17,0.12,0.16,1.71
1997,4,18,0.12,0.2,1.93
1997,4,19,0.13,0.28,1.73
1997,4,20,0.57,0.28,1.99
1997,4,21,2.14,0.38,2.31
1997,4,22,4.28,0.39,2.83
1997,4,23,7.29,0.36,4.46
1997,4,24,6.51,0.33,3.95
1997,4,25,5.33,0.32,3.18
1997,4,26,3.91,0.24,2.91
1997,4,27,2.7,0.21,2.98
1997,4,28,2.2,0.21,2.99
1997,4,29,2.02,0.21,2.54
1997,4,30,2,0.22,1.77
1997,5,1,1.21,0.29,0.8
1997,5,2,0.27,0.25,1.51
1997,5,3,0.25,0.25,1.49
1997,5,4,0.36,0.25,1.26
1997,5,5,0.37,0.22,0.99
1997,5,6,0.37,0.21,1.46
1997,5,7,0.37,0.21,2.37
1997,5,8,0.31,0.19,2.45
1997,5,9,0.36,0.19,2.64
1997,5,10,1.11,0.19,2.69
1997,5,11,0.9,0.19,2.81
1997,5,12,1.11,0.19,2.82
1997,5,13,7.84,0.19,5.2
1997,5,14,2.44,0.19,5.5
1997,5,15,1.06,0.19,3.15
1997,5,16,0.63,0.19,8.75
1997,5,17,0.53,0.19,4.58
1997,5,18,0.61,0.19,3.42
1997,5,19,0.6,0.16,4.32
1997,5,20,0.61,0.16,2.81
1997,5,21,0.71,0.16,2.65
1997,5,22,0.7,0.16,2.62
1997,5,23,0.64,0.16,2.08
1997,5,24,0.63,0.16,2.06
1997,5,25,0.61,0.15,2.5
1997,5,26,0.45,0.14,2.36
1997,5,27,0.37,0.14,2.67
1997,5,28,0.37,0.14,1.19
1997,5,29,0.32,0.14,0.79
1997,5,30,0.24,0.14,1.03
1997,5,31,0.2,0.14,2.21
1997,6,1,0.1,0.14,2.58
1997,6,2,0.12,0.14,2
1997,6,3,0.12,0.14,0.42
1997,6,4,0.12,0.14,0.65
1997,6,5,0.098,0.14,1
1997,6,6,0.096,0.14,0.62
1997,6,7,0.096,0.14,24.7
1997,6,8,0.11,0.14,27.6
1997,6,9,0.2,0.14,4.04
1997,6,10,0.26,0.14,3.55
1997,6,11,0.14,0.14,2.89
1997,6,12,0.2,0.14,0.44
1997,6,13,0.21,0.14,1.14
1997,6,14,0.13,0.12,2.02
1997,6,15,0.12,0.12,1.69
1997,6,16,0.13,0.12,0.97
1997,6,17,0.19,0.13,2.1
1997,6,18,0.18,0.14,1.78
1997,6,19,0.14,0.14,0.24
1997,6,20,0.069,0.14,0.73
1997,6,21,0.08,0.14,1.65
1997,6,22,0.096,0.14,2.73
1997,6,23,0.095,0.14,1.72
1997,6,24,0.058,0.14,0.16
1997,6,25,0.053,0.14,0.22
1997,6,26,0.053,0.14,1.47
1997,6,27,0.053,0.14,1.63
1997,6,28,0.053,0.14,1.7
1997,6,29,0.053,0.14,1.04
1997,6,30,0.054,0.14,0.36
1997,7,1,0.14,0.12,1.78
1997,7,2,0.86,0.12,1.7
1997,7,3,1.1,0.12,2.21
1997,7,4,0.78,0.12,2.58
1997,7,5,0.74,0.12,2.92
1997,7,6,0.42,0.12,3.1
1997,7,7,0.27,0.1,2.97
1997,7,8,0.3,0.1,1.16
1997,7,9,1.17,0.1,3.85
1997,7,10,0.95,0.33,8.78
1997,7,11,0.76,0.26,6.44
1997,7,12,0.64,0.21,4.86
1997,7,13,7.36,0.19,3.81
1997,7,14,4.67,0.19,1.96
1997,7,15,1.99,0.19,1.51
1997,7,16,1.14,0.19,2.85
1997,7,17,1,0.19,2.31
1997,7,18,1.36,0.19,2.65
1997,7,19,0.76,0.16,4.16
1997,7,20,0.35,0.16,5.08
1997,7,21,0.21,0.16,3.06
1997,7,22,0.13,0.15,2.43
1997,7,23,0.076,0.14,2.79
1997,7,24,0.084,0.14,1.99
1997,7,25,0.073,0.14,2.41
1997,7,26,0.073,0.14,2.62
1997,7,27,3.69,0.93,44.1
1997,7,28,14.3,0.4,88.4
1997,7,29,4.5,0.27,8.43
1997,7,30,3.07,0.21,173
1997,7,31,3.99,0.16,151
1997,8,1,2.95,0.16,95.5
1997,8,2,1.84,0.16,73.2
1997,8,3,1.16,0.14,15
1997,8,4,1.01,0.14,4.03
1997,8,5,0.48,0.14,2.36
1997,8,6,47,5.29,61.4
1997,8,7,17.5,5.89,28
1997,8,8,3.47,2.96,8.58
1997,8,9,2.19,1.92,4.85
1997,8,10,1.86,1.76,4.84
1997,8,11,1.32,2.59,4.34
1997,8,12,0.99,2.13,4.05
1997,8,13,0.89,1.79,2.74
1997,8,14,0.94,1.84,1.47
1997,8,15,13.6,2.91,9.16
1997,8,16,4.77,2.76,4.01
1997,8,17,3.52,2.5,2.58
1997,8,18,3.28,2.11,3.4
1997,8,19,3.08,1.78,2.76
1997,8,20,2.8,1.38,3.08
1997,8,21,2.79,1.17,3.82
1997,8,22,2.47,0.98,4.21
1997,8,23,2.43,0.69,3.75
1997,8,24,2.24,0.52,3.17
1997,8,25,2.14,0.48,2.32
1997,8,26,2.02,0.37,1
1997,8,27,1.85,0.29,0.73
1997,8,28,1.51,0.25,0.74
1997,8,29,1.4,0.23,0.25
1997,8,30,1.26,0.19,1.16
1997,8,31,1.23,0.19,0.91
1997,9,1,0.9,0.16,0.61
1997,9,2,0.54,0.16,0.25
1997,9,3,0.78,0.16,0.81
1997,9,4,0.71,0.16,0.22
1997,9,5,0.46,0.16,0.32
1997,9,6,0.33,0.16,0.89
1997,9,7,0.24,0.16,0.39
1997,9,8,0.088,0.16,0.81
1997,9,9,0.082,0.16,0.28
1997,9,10,0.082,0.16,0.21
1997,9,11,0.14,0.18,0.23
1997,9,12,4.09,0.29,1.29
1997,9,13,7.51,0.36,2.74
1997,9,14,4.61,0.34,1.84
1997,9,15,3.04,0.32,1.58
1997,9,16,2.84,0.32,1.52
1997,9,17,3.22,0.37,1.85
1997,9,18,2.96,0.36,1.99
1997,9,19,2.8,0.32,1.81
1997,9,20,2.65,0.26,2.88
1997,9,21,2.44,0.25,3.57
1997,9,22,2.33,0.22,4.02
1997,9,23,2.09,0.23,3.34
1997,9,24,3.86,0.22,3.5
1997,9,25,3.19,0.2,3.85
1997,9,26,2.63,0.19,3.82
1997,9,27,2.05,0.16,3.96
1997,9,28,1.9,0.16,3.8
1997,9,29,1.68,0.14,3.66
1997,9,30,1.65,0.14,3.55
1997,10,1,1.65,0.14,3.42
1997,10,2,1.76,0.16,3.52
1997,10,3,1.83,0.21,3.5
1997,10,4,2.11,0.21,4.39
1997,10,5,2.14,0.21,4.46
1997,10,6,2.08,0.21,4.46
1997,10,7,2,0.18,4.46
1997,10,8,1.9,0.17,4.18
1997,10,9,1.89,0.19,3.54
1997,10,10,1.89,0.19,2.96
1997,10,11,1.89,0.16,2.77
1997,10,12,1.89,0.16,2.77
1997,10,13,1.84,0.16,2.38
1997,10,14,1.77,0.19,2.36
1997,10,15,1.66,0.19,2.64
1997,10,16,1.65,0.19,1.4
1997,10,17,1.65,0.21,1.85
1997,10,18,1.65,0.21,2.28
1997,10,19,1.64,0.21,1.29
1997,10,20,1.45,0.21,0.89
1997,10,21,1.42,0.21,2.35
1997,10,22,1.42,0.21,1.44
1997,10,23,1.47,0.21,2.14
1997,10,24,1.63,0.25,1.8
1997,10,25,1.45,0.25,1.8
1997,10,26,1.42,0.25,1.46
1997,10,27,1.42,0.25,1.54
1997,10,28,1.42,0.25,2.17
1997,10,29,1.42,0.25,1.85
1997,10,30,1.42,0.25,1.71
1997,10,31,1.42,0.25,1.87
1997,11,1,0.032,0.4,1.01
1997,11,2,0.032,0.4,1.01
1997,11,3,0.032,0.4,1.01
1997,11,4,0.032,0.4,1.01
1997,11,5,0.032,0.4,1.01
1997,11,6,0.032,0.4,1.01
1997,11,7,0.032,0.4,1.01
1997,11,8,0.032,0.4,1.01
1997,11,9,0.032,0.4,1.01
1997,11,10,0.034,0.4,1.76
1997,11,11,0.04,0.41,4.19
1997,11,12,0.04,0.41,4.38
1997,11,13,0.04,0.41,4.38
1997,11,14,0.04,0.41,4.38
1997,11,15,0.04,0.41,4.38
1997,11,16,0.04,0.41,4.38
1997,11,17,0.04,0.41,4.38
1997,11,18,0.04,0.41,4.38
1997,11,19,0.04,0.41,4.38
1997,11,20,0.087,0.41,3.73
1997,11,21,0.24,0.42,1.6
1997,11,22,0.25,0.42,1.44
1997,11,23,0.25,0.42,1.44
1997,11,24,0.25,0.42,1.44
1997,11,25,0.25,0.42,1.44
1997,11,26,0.25,0.42,1.44
1997,11,27,0.25,0.42,1.44
1997,11,28,0.25,0.42,1.44
1997,11,29,0.25,0.42,1.44
1997,11,30,0.42,0.44,1.36
1997,12,1,0.98,0.49,1.09
1997,12,2,1.02,0.49,1.07
1997,12,3,1.02,0.49,1.07
1997,12,4,1.02,0.49,1.07
1997,12,5,1.02,0.49,1.07
1997,12,6,1.02,0.49,1.07
1997,12,7,1.02,0.49,1.07
1997,12,8,1.02,0.49,1.07
1997,12,9,1.02,0.49,1.07
1997,12,10,1.22,0.46,1.08
1997,12,11,1.87,0.37,1.11
1997,12,12,1.92,0.36,1.11
1997,12,13,1.92,0.36,1.11
1997,12,14,1.92,0.36,1.11
1997,12,15,1.92,0.36,1.11
1997,12,16,1.92,0.36,1.11
1997,12,17,1.92,0.36,1.11
1997,12,18,1.92,0.36,1.11
1997,12,19,1.92,0.36,1.11
1997,12,20,2.03,0.37,1.21
1997,12,21,2.39,0.39,1.53
1997,12,22,2.42,0.39,1.55
1997,12,23,2.42,0.39,1.55
1997,12,24,2.42,0.39,1.55
1997,12,25,2.42,0.39,1.55
1997,12,26,2.42,0.39,1.55
1997,12,27,2.42,0.39,1.55
1997,12,28,2.42,0.39,1.55
1997,12,29,2.42,0.39,1.55
1997,12,30,2.42,0.39,1.55
1997,12,31,2.42,0.39,1.55
1998,1,1,0.65,-1,1.7
1998,1,2,0.65,-1,1.7
1998,1,3,0.65,-1,1.7
1998,1,4,0.65,-1,1.7
